AirportID,Altitude,City,Country,DST,IATA,ICAO,Longitude,Name,Latitude,Source,Timezone,TZDatabaseTimezone,Type
5502,39,Hopedale,Canada,A,YHO,CYHO,-60.228599548339844,Hopedale Airport,55.448299407958984,OurAirports,-4,America/Halifax,airport
5503,39,Chevery,Canada,A,YHR,CYHR,-59.63669967651367,Chevery Airport,50.46889877319336,OurAirports,-4,America/Blanc-Sablon,airport
5504,126,Ivujivik,Canada,A,YIK,CYIK,-77.92530059814453,Ivujivik Airport,62.417301177978516,OurAirports,-5,America/Toronto,airport
5505,770,Island Lake,Canada,A,YIV,CYIV,-94.65360260009766,Island Lake Airport,53.857200622558594,OurAirports,-6,America/Winnipeg,airport
5506,75,Akulivik,Canada,A,AKV,CYKO,-78.14859771728516,Akulivik Airport,60.818599700927734,OurAirports,-5,America/Toronto,airport
5507,80,Waskaganish,Canada,A,YKQ,CYKQ,-78.75830078125,Waskaganish Airport,51.47330093383789,OurAirports,-5,America/Toronto,airport
5508,119,Aupaluk,Canada,A,YPJ,CYLA,-69.59970092773438,Aupaluk Airport,59.29669952392578,OurAirports,-5,America/Toronto,airport
5509,175,Kimmirut,Canada,A,YLC,CYLC,-69.88330078119999,Kimmirut Airport,62.8499984741,OurAirports,-5,America/Toronto,airport
5510,834,Lansdowne House,Canada,A,YLH,CYLH,-87.93419647216797,Lansdowne House Airport,52.19559860229492,OurAirports,-5,America/Toronto,airport
5511,893,Lutselk'e,Canada,A,\N,CYSG,-70.714699,St Georges Airport,46.096401,OurAirports,-5,America/Toronto,airport
5512,215,Kangiqsualujjuaq,Canada,A,XGR,CYLU,-65.9927978515625,Kangiqsualujjuaq (Georges River) Airport,58.71139907836914,OurAirports,-5,America/Toronto,airport
5513,38,Mary's Harbour,Canada,A,YMH,CYMH,-55.847198486328125,Mary's Harbour Airport,52.302799224853516,OurAirports,-3.5,America/St_Johns,airport
5514,1270,Chibougamau,Canada,A,YMT,CYMT,-74.5280990600586,Chapais Airport,49.77190017700195,OurAirports,-5,America/Toronto,airport
5515,250,Umiujaq,Canada,A,YUD,CYMU,-76.51830291748047,Umiujaq Airport,56.53609848022461,OurAirports,-5,America/Toronto,airport
5516,66,Wemindji,Canada,A,YNC,CYNC,-78.83110046386719,Wemindji Airport,53.01060104370117,OurAirports,-5,America/Toronto,airport
5517,734,Norway House,Canada,A,YNE,CYNE,-97.84420013427734,Norway House Airport,53.95830154418945,OurAirports,-6,America/Winnipeg,airport
5518,1605,Points North Landing,Canada,N,YNL,CYNL,-104.08200073242188,Points North Landing Airport,58.27669906616211,OurAirports,-6,America/Regina,airport
5519,663,Oxford House,Canada,A,YOH,CYOH,-95.27890014648438,Oxford House Airport,54.93330001831055,OurAirports,-6,America/Winnipeg,airport
5520,83,Inukjuak,Canada,A,YPH,CYPH,-78.07689666748047,Inukjuak Airport,58.471900939941406,OurAirports,-5,America/Toronto,airport
5521,1114,Pikangikum,Canada,A,YPM,CYPM,-93.97329711914062,Pikangikum Airport,51.819698333740234,OurAirports,-6,America/Winnipeg,airport
5522,173,Peawanuck,Canada,A,YPO,CYPO,-85.44329833984375,Peawanuck Airport,54.98809814453125,OurAirports,-5,America/Toronto,airport
5523,425,Powell River,Canada,A,YPW,CYPW,-124.5,Powell River Airport,49.83420181274414,OurAirports,-8,America/Vancouver,airport
5524,887,The Pas,Canada,A,YQD,CYQD,-101.09100341796875,The Pas Airport,53.97140121459961,OurAirports,-6,America/Winnipeg,airport
5525,1057,Nakina,Canada,A,YQN,CYQN,-86.69640350341797,Nakina Airport,50.18280029296875,OurAirports,-5,America/Toronto,airport
5526,723,Gamètì,Canada,A,YRA,CYRA,-117.30999755859375,Rae Lakes Airport,64.11609649658203,OurAirports,-7,America/Edmonton,airport
5527,1265,Red Lake,Canada,A,YRL,CYRL,-93.79309844970703,Red Lake Airport,51.066898345947266,OurAirports,-6,America/Winnipeg,airport
5528,805,Stony Rapids,Canada,N,YSF,CYSF,-105.84100341796875,Stony Rapids Airport,59.250301361083984,OurAirports,-6,America/Regina,airport
5529,104,Sanikiluaq,Canada,A,YSK,CYSK,-79.2466964722,Sanikiluaq Airport,56.5377998352,OurAirports,-5,\N,airport
5530,773,St. Theresa Point,Canada,A,YST,CYST,-94.85189819335938,St. Theresa Point Airport,53.84560012817383,OurAirports,-6,America/Winnipeg,airport
5531,729,Big Trout Lake,Canada,A,YTL,CYTL,-89.89689636230469,Big Trout Lake Airport,53.81779861450195,OurAirports,-6,America/Winnipeg,airport
5532,1092,Deer Lake,Canada,A,YVZ,CYVZ,-94.0614013671875,Deer Lake Airport,52.655799865722656,OurAirports,-6,America/Winnipeg,airport
5533,685,Webequie,Canada,A,YWP,CYWP,-87.3748683929,Webequie Airport,52.9593933975,OurAirports,-5,America/Toronto,airport
5534,40,Whale Cove,Canada,A,YXN,CYXN,-92.59809875490001,Whale Cove Airport,62.24000167849999,OurAirports,-6,America/Winnipeg,airport
5535,743,Salluit,Canada,A,YZG,CYZG,-75.66719818115234,Salluit Airport,62.17940139770508,OurAirports,-5,America/Toronto,airport
5536,621,York Landing,Canada,A,ZAC,CZAC,-96.08920288085938,York Landing Airport,56.08940124511719,OurAirports,-6,America/Winnipeg,airport
5537,642,Ilford,Canada,A,ILF,CZBD,-95.613899231,Ilford Airport,56.0614013672,OurAirports,-6,America/Winnipeg,airport
5538,193,Bathurst,Canada,A,ZBF,CZBF,-65.738899231,Bathurst Airport,47.629699707,OurAirports,-4,America/Halifax,airport
5539,24,Eastmain River,Canada,A,ZEM,CZEM,-78.52249908447266,Eastmain River Airport,52.22639846801758,OurAirports,-5,America/Toronto,airport
5540,814,Fond-Du-Lac,Canada,N,ZFD,CZFD,-107.18199920654297,Fond-Du-Lac Airport,59.33440017700195,OurAirports,-6,America/Regina,airport
5541,627,Gods River,Canada,A,ZGI,CZGI,-94.07859802246094,Gods River Airport,54.839698791503906,OurAirports,-6,America/Winnipeg,airport
5542,1100,Swan River,Canada,A,ZJN,CZJN,-101.23600006103516,Swan River Airport,52.120601654052734,OurAirports,-6,America/Winnipeg,airport
5543,35,Kashechewan,Canada,A,ZKE,CZKE,-81.67780303955078,Kashechewan Airport,52.282501220703125,OurAirports,-5,America/Toronto,airport
5544,911,Muskrat Dam,Canada,A,MSA,CZMD,-91.76280212402344,Muskrat Dam Airport,53.44139862060547,OurAirports,-6,America/Winnipeg,airport
5545,25,Masset,Canada,A,ZMT,CZMT,-132.125,Masset Airport,54.02750015258789,OurAirports,-8,America/Vancouver,airport
5546,876,Sachigo Lake,Canada,A,ZPB,CZPB,-92.19640350341797,Sachigo Lake Airport,53.8911018371582,OurAirports,-6,America/Winnipeg,airport
5547,974,Round Lake,Canada,A,ZRJ,CZRJ,-91.31279754638672,Round Lake (Weagamow Lake) Airport,52.943599700927734,OurAirports,-6,America/Winnipeg,airport
5548,951,Sandy Lake,Canada,A,ZSJ,CZSJ,-93.34439849853516,Sandy Lake Airport,53.06420135498047,OurAirports,-6,America/Winnipeg,airport
5549,289,Shamattawa,Canada,A,ZTM,CZTM,-92.0813980102539,Shamattawa Airport,55.8656005859375,OurAirports,-6,America/Winnipeg,airport
5550,1442,Churchill Falls,Canada,A,ZUM,CZUM,-64.10639953613281,Churchill Falls Airport,53.5619010925293,OurAirports,-4,America/Halifax,airport
5551,1360,Wollaston Lake,Canada,N,ZWL,CZWL,-103.1719970703125,Wollaston Lake Airport,58.10689926147461,OurAirports,-6,America/Regina,airport
5552,2697,Batna,Algeria,N,BLJ,DABT,6.308589935300001,Batna Airport,35.752101898199996,OurAirports,1,Africa/Algiers,airport
5553,2661,Béchar,Algeria,N,CBH,DAOR,-2.269860029220581,Béchar Boudghene Ben Ali Lotfi Airport,31.645700454711914,OurAirports,1,Africa/Algiers,airport
5554,1303,Bordj Badji Mokhtar,Algeria,N,BMW,DATM,0.923888981342,Bordj Badji Mokhtar Airport,21.375,OurAirports,1,Africa/Algiers,airport
5555,203,Guemar,Algeria,N,ELU,DAUO,6.77679014206,Guemar Airport,33.5113983154,OurAirports,1,Africa/Algiers,airport
5556,942,Kumasi,Ghana,N,KMS,DGSI,-1.5908199548721313,Kumasi Airport,6.714560031890869,OurAirports,0,Africa/Accra,airport
5557,93,Heringsdorf,Germany,E,HDF,EDAH,14.152299881,Heringsdorf Airport,53.8787002563,OurAirports,1,Europe/Berlin,airport
5558,7,Büsum,Germany,E,HEI,EDXB,8.90166664124,Heide-Büsum Airport,54.153331756600004,OurAirports,1,Europe/Berlin,airport
5559,8,Helgoland,Germany,E,HGL,EDXH,7.91583299637,Helgoland-Düne Airport,54.185279846200004,OurAirports,1,Europe/Berlin,airport
5560,302,Seinäjoki / Ilmajoki,Finland,E,SJY,EFSI,22.8323,Seinäjoki Airport,62.692101,OurAirports,2,Europe/Helsinki,airport
5561,138,Nottingham,United Kingdom,E,NQT,EGBN,-1.0791699886322021,Nottingham Airport,52.91999816894531,OurAirports,0,Europe/London,airport
5562,55,"Doncaster, Sheffield",United Kingdom,E,DSA,EGCN,-1.01065635681,Robin Hood Doncaster Sheffield Airport,53.4805378105,OurAirports,0,Europe/London,airport
5563,42,Campbeltown,United Kingdom,E,CAL,EGEC,-5.686389923095703,Campbeltown Airport,55.437198638916016,OurAirports,0,Europe/London,airport
5564,10,Eday,United Kingdom,E,EOI,EGED,-2.7722198963165283,Eday Airport,59.19060134887695,OurAirports,0,Europe/London,airport
5565,223,Fair Isle,United Kingdom,E,FIE,EGEF,-1.628059983253479,Fair Isle Airport,59.53580093383789,OurAirports,0,Europe/London,airport
5566,40,North Ronaldsay,United Kingdom,E,NRL,EGEN,-2.43443989754,North Ronaldsay Airport,59.3675003052,OurAirports,0,Europe/London,airport
5567,91,Papa Westray,United Kingdom,E,PPW,EGEP,-2.9002799987800003,Papa Westray Airport,59.351699829100006,OurAirports,0,Europe/London,airport
5568,39,Stronsay,United Kingdom,E,SOY,EGER,-2.64139008522,Stronsay Airport,59.1553001404,OurAirports,0,Europe/London,airport
5569,68,Sanday,United Kingdom,E,NDY,EGES,-2.576669931411743,Sanday Airport,59.250301361083984,OurAirports,0,Europe/London,airport
5570,43,Lerwick,United Kingdom,E,LWK,EGET,-1.24361002445,Lerwick / Tingwall Airport,60.192199707,OurAirports,0,Europe/London,airport
5571,29,Westray,United Kingdom,E,WRY,EGEW,-2.95000004768,Westray Airport,59.3502998352,OurAirports,0,Europe/London,airport
5572,398,Land's End,United Kingdom,E,LEQ,EGHC,-5.67056,Land's End Airport,50.102798,OurAirports,0,Europe/London,airport
5573,14,Penzance,United Kingdom,E,PZE,EGHK,-5.51845,Penzance Heliport,50.128101,OurAirports,0,Europe/London,airport
5574,37,Angelsey,United Kingdom,E,VLY,EGOV,-4.53533983231,Anglesey Airport,53.2481002808,OurAirports,0,Europe/London,airport
5575,5,Barra,United Kingdom,E,BRR,EGPR,-7.44306,Barra Airport,57.0228,OurAirports,0,Europe/London,airport
5577,30,Dongloe,Ireland,E,CFN,EIDL,-8.340999603271484,Donegal Airport,55.0442008972168,OurAirports,0,Europe/Dublin,airport
5578,150,Leixlip,Ireland,E,\N,EIWT,-6.48611021042,Weston Airport,53.3521995544,OurAirports,0,Europe/Dublin,airport
5579,92,Sindal,Denmark,N,CNL,EKSN,10.2294,Sindal Airport,57.503502,OurAirports,1,Europe/Copenhagen,airport
5580,78,Leknes,Norway,E,LKN,ENLK,13.609399795532,Leknes Airport,68.152496337891,OurAirports,1,Europe/Oslo,airport
5581,7,Namsos,Norway,E,OSY,ENNM,11.57859992981,Namsos Høknesøra Airport,64.472198486328,OurAirports,1,Europe/Oslo,airport
5582,229,Mo i Rana,Norway,E,MQN,ENRA,14.301400184631,"Mo i Rana Airport, Røssvoll",66.363899230957,OurAirports,1,Europe/Oslo,airport
5583,14,Rørvik,Norway,E,RVK,ENRM,11.14610004425,"Rørvik Airport, Ryum",64.838302612305,OurAirports,1,Europe/Oslo,airport
5584,7,Røst,Norway,E,RET,ENRS,12.103300094604,Røst Airport,67.527801513672,OurAirports,1,Europe/Oslo,airport
5585,196,Sandane,Norway,E,SDN,ENSD,6.1058301925659,Sandane Airport (Anda),61.830001831055,OurAirports,1,Europe/Oslo,airport
5586,1633,Sogndal,Norway,E,SOG,ENSG,7.13778,Sogndal Airport,61.156101,OurAirports,1,Europe/Oslo,airport
5587,27,Svolvær,Norway,E,SVJ,ENSH,14.669199943542,Svolvær Helle Airport,68.243301391602,OurAirports,1,Europe/Oslo,airport
5588,16,Sorkjosen,Norway,E,SOJ,ENSR,20.959400177002,Sørkjosen Airport,69.786796569824,OurAirports,1,Europe/Oslo,airport
5589,42,Vardø,Norway,E,VAW,ENSS,31.044900894165,"Vardø Airport, Svartnes",70.355400085449,OurAirports,1,Europe/Oslo,airport
5590,12,Værøy,Norway,E,VRY,ENVR,12.727257,Værøy Heliport,67.654555,OurAirports,1,Europe/Oslo,airport
5591,235,Bydgoszcz,Poland,E,BZG,EPBY,17.9776992798,Bydgoszcz Ignacy Jan Paderewski Airport,53.096801757799994,OurAirports,1,Europe/Warsaw,airport
5592,604,Lodz,Poland,E,LCJ,EPLL,19.3980998993,Łódź Władysław Reymont Airport,51.721900939899996,OurAirports,1,Europe/Warsaw,airport
5593,1233,Östersund,Sweden,E,OSD,ESNZ,14.50030040741,Åre Östersund Airport,63.194400787354,OurAirports,1,Europe/Stockholm,airport
5594,474,Hagfors,Sweden,E,HFS,ESOH,13.578900337219238,Hagfors Airport,60.02009963989258,OurAirports,1,Europe/Stockholm,airport
5595,352,Karlstad,Sweden,E,KSD,ESOK,13.337400436400001,Karlstad Airport,59.444698333699996,OurAirports,1,Europe/Stockholm,airport
5596,393,Torsby,Sweden,E,TYF,ESST,12.991299629199998,Torsby Airport,60.1576004028,OurAirports,1,Europe/Stockholm,airport
5597,68,Ängelholm,Sweden,E,AGH,ESTA,12.847100257873535,Ängelholm-Helsingborg Airport,56.29610061645508,OurAirports,1,Europe/Stockholm,airport
5598,915,Mohed,Sweden,E,SQO,ESUD,17.69659996032715,Storuman Airport,64.96089935302734,OurAirports,1,Europe/Stockholm,airport
5599,1503,Hemavan,Sweden,E,HMV,ESUT,15.082799911499023,Hemavan Airport,65.80609893798828,OurAirports,1,Europe/Stockholm,airport
5602,19,Ventspils,Latvia,E,VNT,EVVA,21.5442008972,Ventspils International Airport,57.35779953,OurAirports,2,Europe/Riga,airport
5603,5483,Johannesburg,South Africa,U,QRA,FAGM,28.1511993408,Rand Airport,-26.2425003052,OurAirports,2,Africa/Johannesburg,airport
5604,2829,Mpumalanga,South Africa,U,MQP,FAKN,31.1056003571,Kruger Mpumalanga International Airport,-25.3831996918,OurAirports,2,Africa/Johannesburg,airport
5605,1124,Malamala,South Africa,U,AAM,FAMD,31.544599533081055,Malamala Airport,-24.818099975585938,OurAirports,2,Africa/Johannesburg,airport
5606,4181,Mafeking,South Africa,U,MBD,FAMM,25.548000335699996,Mmabatho International Airport,-25.798400878900004,OurAirports,2,Africa/Johannesburg,airport
5607,3730,Ghanzi,Botswana,U,GNZ,FBGZ,21.658100128173828,Ghanzi Airport,-21.6924991607666,OurAirports,2,Africa/Gaborone,airport
5608,3100,Orapa,Botswana,U,ORP,FBOR,25.3167,Orapa Airport,-21.266701,OurAirports,2,Africa/Gaborone,airport
5609,3379,Shakawe,Botswana,U,SWX,FBSW,21.832599639892578,Shakawe Airport,-18.373899459838867,OurAirports,2,Africa/Gaborone,airport
5610,1772,Tuli Lodge,Botswana,U,TLD,FBTL,29.126899719199997,Limpopo Valley Airport,-22.189199447599997,OurAirports,2,Africa/Gaborone,airport
5611,1079,Loubomo,Congo (Brazzaville),N,DIS,FCPL,12.6599,Ngot Nzoungou Airport,-4.20635,OurAirports,1,Africa/Brazzaville,airport
5612,3360,Chipata,Zambia,U,CIP,FLCP,32.58720016479492,Chipata Airport,-13.558300018310547,OurAirports,2,Africa/Lusaka,airport
5613,32,Solwesi,Zambia,U,\N,KSLI,-118.052002,Los Alamitos Army Air Field,33.79000092,OurAirports,-8,America/Los_Angeles,airport
5614,33,Moroni,Comoros,U,YVA,FMCN,43.2439002991,Iconi Airport,-11.710800170899999,OurAirports,3,Indian/Comoro,airport
5615,551,Antsalova,Madagascar,U,WAQ,FMMG,44.614921,Antsalova Airport,-18.701273,OurAirports,3,Indian/Antananarivo,airport
5616,427,Ankavandra,Madagascar,U,JVA,FMMK,45.273467,Ankavandra Airport,-18.80501,OurAirports,3,Indian/Antananarivo,airport
5617,154,Belo sur Tsiribihina,Madagascar,U,BMD,FMML,44.541900634799994,Belo sur Tsiribihina Airport,-19.6867008209,OurAirports,3,Indian/Antananarivo,airport
5618,95,Maintirano,Madagascar,U,MXT,FMMO,44.033001,Maintirano Airport,-18.049999,OurAirports,3,Indian/Antananarivo,airport
5619,748,Morafenobe,Madagascar,U,TVA,FMMR,44.920467,Morafenobe Airport,-17.850083,OurAirports,3,Indian/Antananarivo,airport
5620,23,Tambohorano,Madagascar,U,WTA,FMMU,43.972801208496094,Tambohorano Airport,-17.47610092163086,OurAirports,3,Indian/Antananarivo,airport
5621,2776,Tsiroanomandidy,Madagascar,U,WTS,FMMX,46.054065,Tsiroanomandidy Airport,-18.759677,OurAirports,3,Indian/Antananarivo,airport
5622,2513,Ambatondrazaka,Madagascar,U,WAM,FMMZ,48.442583,Ambatondrazaka Airport,-17.795378,OurAirports,3,Indian/Antananarivo,airport
5623,213,Port Bergé,Madagascar,U,WPB,FMNG,47.623587,Port Bergé Airport,-15.584286,OurAirports,3,Indian/Antananarivo,airport
5624,36,Ambanja,Madagascar,U,\N,FMNJ,48.459427,Ambanja Airport,-13.645705,OurAirports,3,Indian/Antananarivo,airport
5625,141,Soalala,Madagascar,U,DWB,FMNO,45.358837,Soalala Airport,-16.10169,OurAirports,3,Indian/Antananarivo,airport
5626,0,Mampikony,Madagascar,U,WMP,FMNP,47.644164562200004,Mampikony Airport,-16.0722693402,OurAirports,3,Indian/Antananarivo,airport
5627,10,Tsaratanana,Madagascar,U,\N,KTTS,-80.69450378417969,Nasa Shuttle Landing Facility Airport,28.614999771118164,OurAirports,-5,America/New_York,airport
5628,1007,Mandritsara,Madagascar,U,WMA,FMNX,48.833284,Mandritsara Airport,-15.833049,OurAirports,3,Indian/Antananarivo,airport
5629,787,Manja,Madagascar,U,MJA,FMSJ,44.316509,Manja Airport,-21.426105,OurAirports,3,Indian/Antananarivo,airport
5630,23,Catumbela,Angola,N,CBT,FNCT,13.4869,Catumbela Airport,-12.4792,OurAirports,1,Africa/Luanda,airport
5631,2451,Dundo,Angola,N,DUE,FNDU,20.818500518798828,Dundo Airport,-7.400889873504639,OurAirports,1,Africa/Luanda,airport
5632,3566,Ondjiva,Angola,N,VPE,FNGI,15.683799743700002,Ngjiva Pereira Airport,-17.0435009003,OurAirports,1,Africa/Luanda,airport
5633,210,Mocamedes,Angola,N,MSZ,FNMO,12.14680004119873,Namibe Airport,-15.261199951171875,OurAirports,1,Africa/Luanda,airport
5634,1070,Koulamoutou,Gabon,N,KOU,FOGK,12.441300392151,Koulamoutou Mabimbi Airport,-1.1846100091934,OurAirports,1,Africa/Libreville,airport
5635,295,Mouila,Gabon,N,MJL,FOGM,11.056699752807617,Mouilla Ville Airport,-1.845139980316162,OurAirports,1,Africa/Libreville,airport
5636,269,Tchibanga,Gabon,N,TCH,FOOT,11.017000198364258,Tchibanga Airport,-2.8499999046325684,OurAirports,1,Africa/Libreville,airport
5637,2287,Chimoio,Mozambique,U,VPY,FQCH,33.42900085449219,Chimoio Airport,-19.15130043029785,OurAirports,2,Africa/Maputo,airport
5639,1198,Sarh,Chad,N,SRH,FTTA,18.374399,Sarh Airport,9.14444,OurAirports,1,Africa/Ndjamena,airport
5640,1587,Club Makokola,Malawi,U,CMK,FWCM,35.13249969482422,Club Makokola Airport,-14.306900024414062,OurAirports,2,Africa/Blantyre,airport
5641,457,Luderitz,Namibia,S,LUD,FYLZ,15.242899894714355,Luderitz Airport,-26.687400817871094,OurAirports,1,Africa/Windhoek,airport
5642,3599,Ondangwa,Namibia,S,OND,FYOA,15.9526,Ondangwa Airport,-17.878201,OurAirports,1,Africa/Windhoek,airport
5643,14,Oranjemund,Namibia,S,OMD,FYOG,16.446699,Oranjemund Airport,-28.5847,OurAirports,1,Africa/Windhoek,airport
5644,207,Swakopmund,Namibia,S,SWP,FYSM,14.568099975586,Swakopmund Airport,-22.66189956665,OurAirports,1,Africa/Windhoek,airport
5645,5575,Windhoek,Namibia,S,ERS,FYWE,17.080400466918945,Eros Airport,-22.612199783325195,OurAirports,1,Africa/Windhoek,airport
5646,26,Boma,Congo (Kinshasa),N,BOA,FZAJ,13.064000129699707,Boma Airport,-5.854000091552734,OurAirports,1,Africa/Kinshasa,airport
5647,1115,Matadi,Congo (Kinshasa),N,MAT,FZAM,13.440400123596191,Tshimpi Airport,-5.799610137939453,OurAirports,1,Africa/Kinshasa,airport
5648,1040,Inongo,Congo (Kinshasa),N,INO,FZBA,18.28580093383789,Inongo Airport,-1.947219967842102,OurAirports,1,Africa/Kinshasa,airport
5649,1043,Nioki,Congo (Kinshasa),N,NIO,FZBI,17.68470001220703,Nioki Airport,-2.7174999713897705,OurAirports,1,Africa/Kinshasa,airport
5650,1013,Kiri,Congo (Kinshasa),N,KRZ,FZBT,19.02400016784668,Basango Mboliasa Airport,-1.434999942779541,OurAirports,1,Africa/Kinshasa,airport
5651,1217,Basankusu,Congo (Kinshasa),N,BSU,FZEN,19.78890037536621,Basankusu Airport,1.2247200012207031,OurAirports,1,Africa/Kinshasa,airport
5652,1595,Tshikapa,Congo (Kinshasa),N,TSH,FZUK,20.794701,Tshikapa Airport,-6.43833,OurAirports,2,Africa/Lubumbashi,airport
5653,1647,Lodja,Congo (Kinshasa),N,LJA,FZVA,23.450000762939453,Lodja Airport,-3.4170000553131104,OurAirports,2,Africa/Lubumbashi,airport
5654,1450,Ilebo,Congo (Kinshasa),N,PFR,FZVS,20.590124,Ilebo Airport,-4.329919,OurAirports,2,Africa/Lubumbashi,airport
5657,76,Outer Skerries,United Kingdom,E,OUK,EGOU,-0.75,Outer Skerries Airport,60.4252,OurAirports,0,Europe/London,airport
5659,716,La Gomera,Spain,E,GMZ,GCGM,-17.214599609375,La Gomera Airport,28.029600143432617,OurAirports,0,Atlantic/Canary,airport
5662,14,Bonthe,Sierra Leone,N,BTE,GFBN,-12.518899917602539,Sherbro International Airport,7.5324201583862305,OurAirports,0,Africa/Freetown,airport
5663,328,Bo,Sierra Leone,N,KBS,GFBO,-11.76099967956543,Bo Airport,7.944399833679199,OurAirports,0,Africa/Freetown,airport
5664,485,Kenema,Sierra Leone,N,KEN,GFKE,-11.176600456237793,Kenema Airport,7.891290187835693,OurAirports,0,Africa/Freetown,airport
5665,129,Bissau,Guinea-Bissau,N,OXB,GGOV,-15.65369987487793,Osvaldo Vieira International Airport,11.894800186157227,OurAirports,0,Africa/Bissau,airport
5669,350,Smara,Western Sahara,N,SMW,GMMA,-11.6847,Smara Airport,26.7318,OurAirports,0,Africa/El_Aaiun,airport
5670,36,Dakhla,Western Sahara,N,VIL,GMMH,-15.932,Dakhla Airport,23.7183,OurAirports,0,Africa/El_Aaiun,airport
5671,384,Essadouira,Morocco,N,ESU,GMMI,-9.6816701889,Mogador Airport,31.3974990845,OurAirports,0,Africa/Casablanca,airport
5672,207,El Aaiún,Western Sahara,N,EUN,GMML,-13.2192,Hassan I Airport,27.151699,OurAirports,0,Africa/El_Aaiun,airport
5673,574,El Aroui,Morocco,N,NDR,GMMW,-3.0282099247,Nador International Airport,34.988800048799995,OurAirports,0,Africa/Casablanca,airport
5674,230,"Praia, Santiago Island",Cape Verde,U,RAI,GVNP,-23.493499755859375,Praia International Airport,14.924500465393066,OurAirports,-1,Atlantic/Cape_Verde,airport
5675,617,"Sao Filipe, Fogo Island",Cape Verde,U,SFL,GVSF,-24.4799995422,São Filipe Airport,14.8850002289,OurAirports,-1,Atlantic/Cape_Verde,airport
5676,4580,Baco,Ethiopia,U,BCO,HABC,36.562,Baco Airport,5.78287,OurAirports,3,Africa/Addis_Ababa,airport
5677,5410,Beica,Ethiopia,U,BEI,HABE,34.52190017700195,Beica Airport,9.38638973236084,OurAirports,3,Africa/Addis_Ababa,airport
5678,6117,Dessie,Ethiopia,U,DSE,HADC,39.71139907836914,Combolcha Airport,11.082500457763672,OurAirports,3,Africa/Addis_Ababa,airport
5679,5200,Dembidollo,Ethiopia,U,DEM,HADD,34.858001708984375,Dembidollo Airport,8.553999900817871,OurAirports,3,Africa/Addis_Ababa,airport
5680,834,Gode,Ethiopia,U,GDE,HAGO,43.5786018372,Gode Airport,5.93513011932,OurAirports,3,Africa/Addis_Ababa,airport
5681,6580,Gore,Ethiopia,U,GOR,HAGR,35.5529,Gore Airport,8.1614,OurAirports,3,Africa/Addis_Ababa,airport
5682,1800,Kabri Dehar,Ethiopia,U,ABK,HAKD,44.252998,Kabri Dehar Airport,6.734,OurAirports,3,Africa/Addis_Ababa,airport
5683,4396,Mizan Teferi,Ethiopia,U,MTF,HAMT,35.5547,Mizan Teferi Airport,6.9571,OurAirports,3,Africa/Addis_Ababa,airport
5684,1100,Tippi,Ethiopia,U,TIE,HATP,35.415,Tippi Airport,7.2024,OurAirports,3,Africa/Addis_Ababa,airport
5685,6,Alula,Somalia,U,ALU,HCMA,50.748,Alula Airport,11.9582,OurAirports,3,Africa/Mogadishu,airport
5686,3,Bosaso,Somalia,U,BSA,HCMF,49.14939880371094,Bosaso Airport,11.275300025939941,OurAirports,3,Africa/Mogadishu,airport
5687,29,Mogadishu,Somalia,U,MGQ,HCMM,45.3046989440918,Aden Adde International Airport,2.0144400596618652,OurAirports,3,Africa/Mogadishu,airport
5688,975,Galcaio,Somalia,U,GLK,HCMR,47.45470047,Galcaio Airport,6.78082990646,OurAirports,3,Africa/Mogadishu,airport
5689,3400,Burao,Somalia,U,BUO,HCMV,45.5549,Burao Airport,9.5275,OurAirports,3,Africa/Mogadishu,airport
5690,121,El Arish,Egypt,U,AAC,HEAR,33.8358001709,El Arish International Airport,31.073299408,OurAirports,2,Africa/Cairo,airport
5691,772,Asyut,Egypt,U,ATZ,HEAT,31.0119991302,Assiut International Airport,27.0464992523,OurAirports,2,Africa/Cairo,airport
5692,3755,Amboseli National Park,Kenya,U,ASV,HKAM,37.25310134887695,Amboseli Airport,-2.645050048828125,OurAirports,3,Africa/Nairobi,airport
5693,2074,Lokichoggio,Kenya,U,LKG,HKLK,34.348201751708984,Lokichoggio Airport,4.20412015914917,OurAirports,3,Africa/Nairobi,airport
5694,80,Malindi,Kenya,U,MYD,HKML,40.10169982910156,Malindi Airport,-3.2293100357055664,OurAirports,3,Africa/Nairobi,airport
5695,6250,Nanyuki,Kenya,U,NYK,HKNY,37.04100799560547,Nanyuki Airport,-0.06239889934659004,OurAirports,3,Africa/Nairobi,airport
5696,267,Sirt,Libya,N,SRX,HLGD,16.5949993134,Gardabya Airport,31.063499450699997,OurAirports,2,Africa/Tripoli,airport
5697,519,Tobruk,Libya,N,TOB,HLGN,23.907,Gamal Abdel Nasser Airport,31.861,OurAirports,2,Africa/Tripoli,airport
5698,36,Tripoli,Libya,N,MJI,HLLM,13.276000022888184,Mitiga Airport,32.894100189208984,OurAirports,2,Africa/Tripoli,airport
5699,2157,Al Bayda',Libya,N,LAQ,HLLQ,21.96430015563965,La Abraq Airport,32.788700103759766,OurAirports,2,Africa/Tripoli,airport
5700,1181,Atbara,Sudan,U,ATB,HSAT,34.0570182800293,Atbara Airport,17.710344314575195,OurAirports,3,Africa/Khartoum,airport
5701,2106,Nyala,Sudan,U,UYL,HSNN,24.956199645996094,Nyala Airport,12.053500175476074,OurAirports,3,Africa/Khartoum,airport
