Active,Airline,AirlineID,Alias,Callsign,Country,IATA,ICAO
N,Aerotours Dominicana,466,\N,AEROTOURS,Dominican Republic,"",ATD
N,Aerotrans,754,\N,"",Russia,"",CDU
N,Aerotrans Airline,468,\N,BACHYT,Kazakhstan,"",ATG
N,Aerotrans Airlines,95,\N,"",Russia,"",AED
N,Aerotranscolombina de Carga,1294,\N,TRANSCOLOMBIA,Colombia,"",TCO
N,Aerotransporte de Carga Union,283,\N,AEROUNION,Mexico,"",TNO
N,Aerotransporte Petrolero,385,\N,AEROPETRO,Colombia,"",PET
N,Aerotransportes Corporativos,781,\N,AEROTRANSCORP,Mexico,"",CRP
N,Aerotransportes Huitzilin,435,\N,AEROHUITZILIN,Mexico,"",HUT
N,Aerotransportes Internacionales De Torreon,1227,\N,AERO TORREON,Mexico,"",RRE
N,Aerotransportes Privados,1154,\N,AEROPRIV,Mexico,"",PRI
N,Aerotransportes Privados,1159,\N,TRANSPRIVADO,Mexico,"",PVA
N,Aerotransportes Rafilher,1194,\N,RAFHILER,Mexico,"",RFD
N,Aerotrebol,1291,\N,AEROTREBOL,Mexico,"",TBL
N,Aerotropical,1306,\N,TROPICMEX,Mexico,"",TOC
N,Aero-Tropics Air Services,472,\N,"",Australia,HC,ATI
N,Aerotucan,1236,\N,AEROTUCAN,Mexico,"",RTU
N,Aerotur-Air,1169,\N,DIASA,Kazakhstan,"",RAI
N,Aeroturquesa,1314,\N,AEROTURQUESA,Mexico,"",TQS
N,Aerovallarta,278,\N,VALLARTA,Mexico,"",ALL
N,Aerovaradero,552,\N, S.A.,AEROVARADERO,"",AVY
N,Aerovega,669,\N,AEROVEGA,Mexico,"",VEG
N,Aeroventas,113,\N,AEROVENTAS,Mexico,"",AEV
N,Aerovias Bueno,46,\N,AEROBUENO,Colombia,"",ABU
N,Aerovias Caribe,747,\N,AEROCARIBE,Mexico,"",CBE
N,Aerovias Castillo,769,\N,AEROCASTILLO,Mexico,"",CLL
N,Aerovias DAP,795,\N,DAP,Chile,"",DAP
N,Aerovias De Lagos,1007,\N,AEROLAGOS,Mexico,"",LAG
N,Aerovias del Golfo,903,\N,AEROVIAS GOLFO,Mexico,"",GFO
N,Aerovias Ejecutivas,638,\N,VIAS EJECUTIVAS,Mexico,"",OVI
N,Aerovias Montes Azules,1106,\N,MONTES AZULES,Mexico,"",MZL
N,Aerovic,633,\N,"",Ecuador,"",OVC
N,Aerovilla,670,\N,AEROVILLA,Colombia,"",VVG
N,Aerovis Airlines,365,\N,AEROVIZ,Ukraine,"",VIZ
N,Aerovista Airlines,27,\N,AEROVISTA GROUP,United Arab Emirates,"",AAP
N,Aerovista Gulf Express,367,\N,VISTA GULF,United Arab Emirates,"",VGF
N,Aerovitro,667,\N,AEROVITRO,Mexico,"",VRO
N,Aerovuelox,680,\N,AEROVUELOX,Mexico,"",VUO
N,Aeroway,566,\N, S.L.,AEROWEE,"",AWY
N,Aeroxtra,1245,\N,AERO-EXTRA,Mexico,"",RXT
N,Aeroynamics Malaga,814,\N,FLYINGOLIVE,Spain,"",DNC
N,Aex Air,822,\N,DESERT,United States,"",DST
N,AF-Air International,867,\N,FANBIRD,Angola,"",FAN
N,Afit,993,\N,TWEETY,Germany,"",KIE
N,Afra Airlines,1329,\N,AFRALINE,Ghana,"",UAG
N,Africa Air Links,129,\N,AFRICA LINKS,Sierra Leone,"",AFK
N,Africa Airlines,910,\N,AFRILENS,Guinea,"",GIZ
N,Africa Chartered Services,159,\N,AFRICA CHARTERED,Nigeria,"",AFY
N,Africa Freight Services,160,\N,AFREIGHT,Zambia,"",AFZ
N,Africa One,601,\N,SKY AFRICA,Zambia,"",AZL
N,Africa One,758,\N,"",Democratic Republic of the Congo,"",CFR
N,Afric'air Express,34,\N,AFREX,Ivory Coast,"",AAX
N,Africair Service,484,\N,FOXTROT FOXTROT,Senegal,"",FFB
N,African Airlines,872,\N,AIR SANKORE,Mali,"",FDA
N,African Airlines International Limited,203,\N,AFRICAN AIRLINES,Kenya,"",AIK
N,African Business and Transportations,38,\N,AFRICAN BUSINESS-,Democratic Republic of the Congo,"",ABB
N,African Company Airlines,888,\N,AFRICOMPANY,Democratic Republic of the Congo,"",FPY
N,African Express Airways,574,\N,EXPRESS JET,Kenya,"",AXK
N,African International Airways,204,\N,FLY CARGO,Swaziland,"",AIN
N,African International Transport,908,\N,AFRICAN TRANSPORT,Guinea,"",GIL
N,African Medical and Research Foundation,873,\N,FLYDOC,Kenya,"",FDS
N,African Safari Airways,1166,\N,ZEBRA,Kenya,QS,QSC
N,African Star Airways (PTY) Ltd.,445,\N,AFRICAN STAR,South Africa,"",ASG
N,African Transport Trading and Investment Company,664,\N,"",Sudan,ML,""
N,African West Air,123,\N,AFRICAN WEST,Senegal,"",AFC
N,Africaone,127,\N,AFRICAWORLD,Uganda,"",AFI
N,Afrijet Airlines,889,\N,AFRIJET,Nigeria,"",FRJ
N,Afrika Aviation Handlers,890,\N,AFRIFAST,Kenya,"",FRK
N,Afrinat International Airlines,33,\N,"",Gambia,Q9,AFU
N,Afrique CArgo Service Senegal,623,\N,"",Senegal,"",NFS
N,Afrique Chart'air,891,\N,CHARTER AFRIQUE,Cameroon,"",FRQ
N,Afrique Regional Airways,157,\N,AFRAIR,Ivory Coast,"",AFW
N,Afro International Ent. Limited,370,\N,INTER-AFRO,Nigeria,"",AOR
N,Agence Nationale des Aerodromes et de la Meteorologie,541,\N,"",Ivory Coast,"",ZZM
N,Agroar - Trabalhos Aereos,923,\N,AGROAR,Portugal,"",GRR
N,Agrocentr-Avia,926,\N,AGRAV,Kazakhstan,"",GSV
N,Agrolet-Mci,183,\N,AGROLET,Slovakia,"",AGZ
N,Aguilar Connect,20580,"",Moonexpress,Chile,3X,GUI
N,Aguilas Mayas Internacional,913,\N,MAYAN EAGLES,Guatemala,"",GME
N,Air 500,135,\N,BOOMERANG,Canada,"",BRM
N,Air Ada,1187,\N,AIR ADA,Mauritania,"",RDM
N,Air Adriatic,193,\N,ADRIATIC,Croatia,"",AHR
N,Air Affaires Tchad,894,\N,AFFAIRES TCHAD,Chad,"",FTC
N,Air Afrique Vacancies,144,\N,AFRIQUE VACANCE,Ivory Coast,"",AFV
N,Air Alize,1207,\N,ALIZE,France,"",RLZ
N,Air ALM,279,\N,ANTILLEAN,Netherlands Antilles,"",ALM
N,Air Alma,107,\N,AIR ALMA,Canada,"",AAJ
N,Air Almaty,1032,\N,AGLEB,Kazakhstan,"",LMY
N,Air Almaty ZK,1033,\N,ALUNK,Kazakhstan,"",LMZ
N,Air Alpha,796,\N,DOUBLE-A,United States,"",DBA
N,Air Alpha Greenland,184,\N,AIR ALPHA,Denmark,GD,AHA
N,Air Alps Aviation,1040,\N,ALPAV,Austria,A6,LPV
N,Air Alsie,1078,\N,MERMAID,Denmark,"",MMD
N,Air Ambar,322,\N,AIR AMBAR,Dominican Republic,"",AMY
N,Air Amder,1208,\N,AIR AMDER,Mauritania,"",RMD
N,Air Anastasia,1237,\N,ANASTASIA,Ukraine,"",RUD
N,Air Anatolia,155,\N,AIR ANATOLIA,Turkey,"",NTL
N,Air and Sea Transport,449,\N,"",Russia,"",ASN
N,Air Andaman,88,\N,AIR ANDAMAN,Thailand,"",ADW
N,Air Andaman (2Y),21181,"",AIR ANDAMAN,Thailand,2Y,AOW
N,Air Archipels,1197,\N,ARCHIPELS,France,"",RHL
N,Air Armenia,426,\N,AIR ARMENIA,Armenia,QN,ARR
N,Air Atlanta Europe,860,\N,SNOWBIRD,United Kingdom,"",EUK
N,Air Atlantic,14725,"",ATLANTIC,Canada,9A,\N
N,Air Atlantic (Nig) Limited,335,\N,NIGALANTIC,Nigeria,"",ANI
N,Air Atlantic Dominicana,70,\N,ATLAN-DOMINICAN,Dominican Republic,"",ADC
N,Air Atlantic Uruguay,504,\N,ATLAMUR,Uruguay,"",AUM
N,Air Atlantique,105,\N,ATLANTIC,United Kingdom,KI,AAG
N,Air Atonabee,627,\N,CITY EXPRESS,Canada,"",OUL
N,Air Aurora,57,\N,BOREALIS,United States,"",AAI
N,Air Baffin,212,\N,AIR BAFFIN,Canada,"",BFF
N,Air Ban,1054,\N,DOC AIR,Bulgaria,"",LZP
N,Air Bandama,213,\N,BANDAMA,Ivory Coast,"",BDM
N,Air Bashkortostan,657,\N,AGYDAL,Russia,"",BBT
N,Air BC,254,\N,AIRCOACH,Canada,"",ABL
N,Air Brasd'or,134,\N,BRASD'OR,Canada,"",BRL
N,Air Bravo,133,\N,AIR BRAVO,Uganda,"",BRF
N,Air Brousse,215,\N,AIR BROUSSE,Canada,"",ABT
N,Air Burundi,1139,\N,AIR-BURUNDI,Burundi,8Y,PBU
N,Air Cairo,1094,\N,"",Egypt,"",MSC
N,Air Cal,1311,\N,AIRCAL,France,TY,TPC
N,Air Caledonia,140,\N,WEST CAL,Canada,"",ACM
N,Air Cape,17861,"","",South Africa,KP,\N
N,Air Caraibes Atlantique,745,\N,CAR LINE,France,"",CAJ
N,Air Care Alliance,771,\N,COMPASSION,United States,"",CMF
N,Air Cargo America,145,\N,PEGASUS,United States,"",MVM
N,Air Cargo Belize,760,\N,CARGO BELIZE,Belize,"",CGB
N,Air Cargo Center,920,\N,"",Sao Tome and Principe,"",GRI
N,Air Cargo Express,1295,\N,TURBO DOG,United States,"",TDG
N,Air Cargo Express International,1145,\N,PROFREIGHT,United States,"",PFT
N,Air Cargo Masters,1215,\N,RUNNER,United States,"",RNR
N,Air Cargo Transportation System,58,\N,AFRISPIRIT,Kenya,"",ACU
N,Air Carriers,869,\N,FAST CHECK,United States,"",FCI
N,Air Cassai,1180,\N,AIR CASSAI,Angola,"",RCI
N,Air Castle Corporation / Global Airways,1339,\N,GLO-AIR,United States,"",GLB
N,Air Center Helicopters,1170,\N,RAPTOR,United States,"",RAP
N,Air Central,779,\N,AIR CENTRAL,Japan,NV,CRF
N,Air Cess,56,\N,"",Liberia,"",ACS
N,Air Charter International,16197,"","",France,SF,\N
N,Air Charter Professionals,765,\N,CHARTAIR,United States,"",CHV
N,Air Charter Service,59,\N,"",United Kingdom,"",ACV
N,Air Charter Services,764,\N,ZAIRE CHARTER,Democratic Republic of the Congo,"",CHR
N,Air Charter World,469,\N,"",United States,"",XAC
N,Air Charters,61,\N,PARAIR,Canada,"",ACX
N,Air Charters Eelde,1176,\N,RACER,Netherlands,"",RCC
N,Air China Cargo,746,\N,AIRCHINA FREIGHT,China,"",CAO
N,Air City,830,\N,AIRCITY,Germany,4F,ECE
N,Air Class,454,\N, S.A. de C.V.,AIR CLASS,"",ASS
N,Air Class Lineas Aereas,1161,\N,ACLA,Uruguay,QD,QCL
N,Air Columbus,749,\N,AIR COLUMBUS,Ukraine,"",CBS
N,Air Comores International,934,\N,AIR COMORES,Comoros,GG,HAH
N,Air Concorde,991,\N,CONCORDE AIR,Bulgaria,"",KGD
N,Air Consul,775,\N,AIR CONSUL,Spain,"",CNU
N,Air Continental Inc,616,\N,NIGHT AIR,United States,"",NAR
N,Air Contractors,216,\N,CONTRACT,Ireland,AG,ABR
N,Air Corporate,494,\N,AIRCORPORATE,Italy,"",CPV
N,Air Corridor,778,\N,AIR CORRIDOR,Mozambique,QC,CRD
N,Air Creebec,782,\N,CREE,Canada,"",CRQ
N,Air Cruzal,780,\N,AIR CRUZAL,Angola,"",CRJ
N,Air Data,143,\N,"",United Kingdom,"",AFS
N,Air D'Ayiti,933,\N,HAITI AVIA,Haiti,H9,HAD
N,Air Division of the Eastern Kazakhstan Region,1331,\N,GALETA,Kazakhstan,"",UCK
N,Air Djibouti,806,\N,AIR DJIB,Djibouti,"",DJU
N,Air Dorval,85,\N,AIR DORVAL,Canada,"",ADT
N,Air Engiadina-BRN,17955,Air Engiadina-BRN,Engiadina,Switzerland,"",RQX
N,Air Este,835,\N,AESTE,Spain,"",EET
N,Air Evans,686,\N,AIR-EVANS,Spain,"",VAE
N,Air Evex,861,\N,SUNBEAM,Germany,"",EVE
N,Air Excel,685,\N,TINGA-TINGA,Tanzania,"",XLL
N,Air Exchange,863,\N,EXCHANGE,United States,"",EXG
N,Air Executive,968,\N,COMPANY EXEC,Spain,"",IVE
N,Air Executive Charter,689,\N,"",Germany,"",XEC
N,Air Express,99,\N,KHAKI EXPRESS,Tanzania,"",AEJ
N,Air Express,108,\N,LUNA,Sweden,"",AEQ
N,Air Express,570,\N,AIR SUDEX,Sudan,"",AXD
N,Air Falcon,519,\N,DJIBOUTI FALCON,Djibouti,"",AVG
N,Air Falcon,880,\N,"",Pakistan,"",FLD
N,Air Fecteau,126,\N,FECTO,Canada,"",AFH
N,Air Fiji,866,\N,FIJIAIR,Fiji,PC,FAJ
N,Air Fret De Mauritanie,883,\N,"",Mauritania,"",FMT
N,Air Fret Senegal,255,\N,"",Senegal,"",ABN
N,Air Gabon,142,\N,GOLF NOVEMBER,Gabon,GN,AGN
N,Air Gemini,911,\N,TWINS,Angola,"",GLL
N,Air Georgia,919,\N,AIR GEORGIA,Georgia,DA,GRG
N,Air Georgian,905,\N,GEORGIAN,Canada,ZX,GGN
N,Air Ghana,907,\N,AIR GHANA,Ghana,"",GHN
N,Air Great Wall,762,\N,CHANGCHENG,China,"",CGW
N,Air Guam,141,\N,AIR GUAM,United States,"",AGM
N,Air Haiti,940,\N,AIRHAITI,Haiti,"",HJA
N,Air Hong Kong,191,\N,AIR HONG KONG,Hong Kong,LD,AHK
N,Air Horizon,949,\N,HORIZON TOGO,Togo,8C,HZT
N,Air Horizon,1312,\N,TCHAD-HORIZON,Chad,"",TPK
N,Air Illinois,217,\N,AIR ILLINOIS,United States,"",AIL
N,Air Integra,201,\N,INTEGRA,Canada,"",AII
N,Air Inter Cameroun,951,\N,INTER-CAMEROUN,Cameroon,"",ICM
N,Air Inter Gabon,219,\N,"",Gabon,"",AIG
N,Air Inter Ivoire,1122,\N,INTER-IVOIRE,Ivory Coast,"",NTV
N,Air Intersalonika,154,\N,INTERSALONIKA,Greece,"",NSK
N,Air Inuit,222,\N,AIR INUIT,Canada,"",AIE
N,Air ITM,1089,\N,MUSKETEER,France,"",MQT
N,Air Jamahiriya Company,256,\N,AIR JAMAHIRIYA,Libya,"",LJA
N,Air Jamaica Express,976,\N,JAMAICA EXPRESS,Jamaica,"",JMX
N,Air Jetsul,247,\N,AIRJETSUL,Portugal,"",AJU
N,Air Kirovograd,985,\N,AIR KIROVOGRAD,Ukraine,"",KAD
N,Air Kissari,1002,\N,KISSARI,Angola,"",KSI
N,Air Klaipeda,424,\N,AIR KLAIPEDA,Lithuania,"",KLD
N,Air Kokshetau,1001,\N,KOKTA,Kazakhstan,"",KRT
N,Air Kraft Mir,990,\N,AIR KRAFT MIR,Uzbekistan,"",KFT
N,Air Kufra,987,\N,AIRKUFRA,Libya,"",KAV
N,Air LA,1333,\N,AIR L-A,United States,"",UED
N,Air Lazur,1055,\N,LAZUR BEE-GEE,Bulgaria,"",LZR
N,Air Leone,1205,\N,AEROLEONE,Sierra Leone,"",RLL
N,Air Libya Tibesti,632,\N,AIR LIBYA,Libya,"",TLR
N,Air Lift,952,\N,HELLAS LIFT,Greece,"",IFI
N,Air Lincoln,280,\N,CHICAGO LINCOLN,United States,"",ALN
N,Air Lithuania,300,\N,KAUNAS,Lithuania,TT,KLA
N,Air Livonia,253,\N,LIVONIA,Estonia,"",LIV
N,Air Logistics,277,\N,AIRLOG,United States,"",ALG
N,Air Luxor GB,1051,\N,LUXOR GOLF,Guinea-Bissau,L8,LXG
N,Air Luxor STP,290,\N,LUXORJET,Sao Tome and Principe,"",ALU
N,Air Mach,986,\N,ICO-AIR,Italy,"",KAM
N,Air Madeleine,1076,\N,AIR MADELEINE,Canada,"",MLN
N,Air Maldives,303,\N,AIR MALDIVES,Maldives,"",AMI
N,Air Mali,1075,\N,AIR MALI,Mali,"",MLI
N,Air Mali International,996,\N,TRANS MALI,Mali,"",KLB
N,Air Mana,836,\N,FLIGHT TAXI,France,"",EFC
N,Air Manas,1059,\N,AIR MANAS,Kyrgyzstan,"",MBB
N,Air Marrakech Service,612,\N,AIR MARRAKECH,Morocco,"",MKH
N,Air Mauritanie,1093,\N,MIKE ROMEO,Mauritania,MR,MRT
N,Air Max,1212,\N,AEROMAX,Bulgaria,"",RMX
N,Air Max Africa,613,\N,AZIMA,Gabon,"",AZX
N,Air Medical,1063,\N,AIR MED,United Kingdom,"",MCD
N,Air Memphis,610,\N,AIR MEMPHIS,Egypt,"",MHS
N,Air Memphis,611,\N,MEPHIS UGANDA,Uganda,"",MHU
N,Air Mercia,1062,\N,WESTMID,United Kingdom,"",MCB
N,Air Meridan,1068,\N,EMPENNAGE,Nigeria,"",MEF
N,Air Metack,1101,\N,AIRMETACK,Angola,"",MTK
N,Air Midwest,318,\N,AIR MIDWEST,United States,ZV,AMW
N,Air Midwest,691,\N,VICTORY,Nigeria,"",VTY
N,Air Minas Linhas A,301,\N,AIR MINAS,Brazil,"",AMG
N,Air Mobility Command,1179,\N,REACH,United States,MC,RCH
N,Air Monarch Cargo,1084,\N,MONARCH CARGO,Mexico,"",MOC
N,Air Montegomery,1102,\N,MONTY,United Kingdom,"",MTY
N,Air Montenegro,308,\N,MONTENEGRO,Montenegro,"",AMN
N,Air Montreal (Air Holdings Inc.),309,\N,AIR MONTREAL,Canada,"",AMO
N,Air Muskoka,314,\N,AIR MUSKOKA,Canada,"",AMS
N,Air Napier,458,\N,"",New Zealand,"",NPR
N,Air Navigation And Trading Co. Ltd.,325,\N,AIR NAV,United Kingdom,"",ANB
N,Air Nelson,1204,\N,"",New Zealand,"",RLK
N,Air Nepal International,457,\N,AIR NEPAL,Nepal,"",NPL
N,Air Net Private Charter,688,\N,WIND RIDER,United States,"",WDR
N,Air Nevada,342,\N,AIR NEVADA,United States,"",ANV
N,Air Newark,618,\N,NEWAIR,United States,"",NER
N,Air Next,1126,\N,BLUE-DOLPHIN,Japan,"",NXA
N,Air Niagara Express,797,\N,AIR NIAGARA,Canada,"",DBD
N,Air Niamey,557,\N,AIR NIAMEY,Niger,"",AWN
N,Air Nigeria,148,\N,REGAL EAGLE,Nigeria,"",NGP
N,Air Nippon Network Co. Ltd.,266,\N,ALFA WING,Japan,EH,AKX
N,Air Nova,944,\N,HAMILTON,Canada,"",HMT
N,Air One Cityliner,790,\N,CITYLINER,Italy,"",CYL
N,Air One Executive,351,\N,"",Italy,"",AOE
N,Air One Nine,1131,\N,EDER,Libya,"",ONR
N,Air Ontario,1132,\N,ONTARIO,Canada,"",ONT
N,Air Ops,14728,"","",Sweden,CR,\N
N,Air Pack Express,1141,\N,AIRPACK EXPRESS,Spain,"",PCK
N,Air Pal,642,\N,AIRPAL,Spain,"",PLL
N,Air Palace,1142,\N,AIR PALACE,Mexico,"",PCS
N,Air Parabet,1138,\N,PARABET,Bangladesh,"",PBT
N,Air Paradise International,1156,\N,RADISAIR,Indonesia,AD,PRZ
N,Air Park Aviation Ltd.,376,\N,CAN-AM,Canada,"",APA
N,Air Partner,138,\N,AIR PARTNER,United Kingdom,"",ACG
N,Air People International,380,\N,AIR PEOPLE,Thailand,"",APG
N,Air Plan International,396,\N,AIR PLAN,Democratic Republic of the Congo,"",APV
N,Air Plus Argentina,1029,\N,AIR FLIGHT,Argentina,"",LMP
N,Air Print,383,\N, S.A.,AIR PRINT,"",APJ
N,Air Pullmantur,643,\N,PULLMANTUR,Spain,"",PLM
N,Air Queensland,402,\N,BUSHAIR,Australia,"",AQN
N,Air Resorts,438,\N,AIR RESORTS,United States,"",ARZ
N,Air Roberval,1174,\N,AIR ROBERVAL,Canada,"",RBV
N,Air Routing International Corp.,409,\N,"",United States,"",ARC
N,Air Rum,1238,\N,AIR RUM,Sierra Leone,"",RUM
N,Air S,849,\N,EQUATORIAL,Air S,KY,EQL
N,Air Safaris and Services,1276,\N,AIRSAFARI,New Zealand,"",SRI
N,Air Saigon,156,\N,AIR SAIGON,Vietnam,"",SGA
N,Air Saint Louis,1038,\N,AIR SAINTLOUIS,Senegal,"",LOU
N,Air Samarkand,150,\N,ARSAM,Uzbekistan,"",SND
N,Air San Juan,1263,\N,SAN JUAN,United States,"",SJN
N,Air Sandy,152,\N,AIR SANDY,Canada,"",SNY
N,Air Santo Domingo,1254,\N,AERO DOMINGO,Dominican Republic,EX,SDO
N,Air Satellite,447,\N,SATELLITE,Canada,"",ASJ
N,Air Schefferville,444,\N, Inc.,SCHEFF,"",ASF
N,Air Scorpio,647,\N,SCORPIO UNIVERS,Bulgaria,"",SCU
N,Air Scotland,918,\N,GREECE AIRWAYS,Greece,"",GRE
N,Air Senegal International,151,\N,AIR SENEGAL,Senegal,V7,SNG
N,Air Service,1271,\N,AIR SKOPJE,Macedonia,M3,SPJ
N,Air Service Center,1185,\N,SERVICE CENTER,Italy,"",RCX
N,Air Service Gabon,162,\N,"",Gabon,G8,AGB
N,Air Service Groningen,799,\N,DEGGER,Netherlands,"",DEG
N,Air Slovakia,1285,\N,SLOVAKIA,Slovakia,GM,SVK
N,Air Sofia,320,\N,AIR SOFIA,Bulgaria,"",SFB
N,Air Soleil,1268,\N,AIR SOLEIL,Mauritania,"",SOE
N,Air Solutions,1025,\N,LUCKY,United States,"",LKY
N,Air Somalia,63,\N,AIR SOMALIA,Somali Republic,"",RSM
N,Air Sorel,687,\N,AIR SOREL,Canada,"",WHY
N,Air South,994,\N,KHAKI BLUE,United States,"",KKB
N,Air South West,1148,\N,PIRATE,United Kingdom,"",PIE
N,Air Southwest Ltd.,91,\N,AIRSOUTHWEST,Canada,"",ASW
N,Air Special,92,\N,AIRSPEC,Czech Republic,"",ASX
N,Air Specialties Corporation,313,\N,AIR AM,United States,"",AMR
N,Air Spirit,648,\N,AIR SPIRIT,United States,"",SIP
N,Air Sport,1095,\N,AIR SPORT,Bulgaria,"",MSK
N,Air Srpska,224,\N,Air Srpska,Bosnia and Herzegovina,RB,SBK
N,Air St. Thomas,1282,\N,PARADISE,United States,"",STT
N,Air Star Corporation,441,\N,AIR STAR,Canada,"",ASC
N,Air Sultan,1278,\N,SIERRA SULTAN,Sierra Leone,"",SSL
N,Air Sureste,223,\N,SURESTE,Spain,"",AIS
N,Air Swift Aviation,977,\N,"",Australia,"",JOA
N,Air Tahoma,943,\N,TAHOMA,United States,"",HMA
N,Air Taxi,935,\N,TAXI BIRD,France,"",HAT
N,Air Taxi & Cargo,459,\N,TAXI CARGO,Sudan,"",WAM
N,Air Tchad,433,\N,HOTEL TANGO,Chad,"",HTT
N,Air Tenglong,784,\N,TENGLONG,China,"",CTE
N,Air Today,1297,\N,AIR TODAY,United States,"",TDY
N,Air Togo,62,\N,AIR TOGO,Togo,YT,TGA
N,Air Tomisko,1307,\N,TOMISKO CARGO,Serbia,"",TOH
N,Air Toronto,773,\N,CONNECTOR,Canada,"",CNE
N,Air Tractor,373,\N,AIR TRACTOR,Croatia,"",AOU
N,Air Traffic GmbH,473,\N,SNOOPY,Germany,"",ATJ
N,Air Transport,791,\N,COYOTE,United States,"",CYO
N,Air Transport,827,\N,TRANS EUROPE,Slovakia,"",EAT
N,Air Transport Association,463,\N,"",United States,"",ATA
N,Air Transport International,478,\N,AIR TRANSPORT,United States,8C,ATN
N,Air Transport Schiphol,480,\N,MULTI,Netherlands,"",ATQ
N,Air Transport Service,486,\N,"",Democratic Republic of the Congo,"",ATS
N,Air Travel Corp.,471,\N,AIR TRAVEL,United States,"",ATH
N,Air Tungaru,1321,\N,TUNGARU,Kiribati,"",TUN
N,Air Turks and Caicos,1293,\N,KERRMONT,Turks and Caicos Islands,JY,TCI
N,Air Turquoise,1235,\N,TURQUOISE,France,"",RTQ
N,Air Uganda International Ltd.,512,\N,"",Uganda,"",AUX
N,Air UK,10318,"","",United Kingdom,UK,\N
N,Air Ukraine,1334,\N,AIR UKRAINE,Ukraine,6U,UKR
N,Air Umbria,1335,\N,AIR UMBRIA,Italy,"",UMB
N,Air Universal,121,\N,UNI-LEONE,Sierra Leone,"",UVS
N,Air Urga,693,\N,URGA,Ukraine,3N,URG
N,Air Valencia,553,\N,AIR VALENCIA,Spain,"",AVZ
N,Air Vardar,694,\N,VARDAR,Macedonia,"",VDR
N,Air Vegas,368,\N,AIR VEGAS,United States,6V,VGA
N,Air Victoria Georgia,932,\N,IRINA,Georgia,"",GVI
N,Air Viggi San Raffaele,194,\N,AIRSAR,Italy,"",AHS
N,Air VIP,1240,\N,AEROVIP,Portugal,"",RVP
N,Air Walser,696,\N,AIRWALSER,Italy,"",WLR
N,Air West,562,\N,AIR WEST,Canada,"",AWT
N,Air Whitsunday,1247,\N,"",Australia,"",RWS
N,Air Wings,332,\N,ARBAS,Moldova,"",BSB
N,Air Xpress,431,\N, Inc.,AIREX,"",ARX
N,Air Yugoslavia,539,\N,YUGAIR,Serbia,"",YRG
N,Air Zambezi,1328,\N,ZAMBEZI,Zimbabwe,"",TZT
N,Air Zermatt AG,599,\N,AIR ZERMATT,Switzerland,"",AZF
N,Airailes,844,\N,EOLE,France,"",EOL
N,Air-Angol,147,\N,AIR ANGOL,Angola,"",NGO
N,Airborne Express,49,\N,ABEX,United States,GB,ABX
N,Airbourne School of Flying,1196,\N,AIRGOAT,United Kingdom,"",RGT
N,AirBridge Cargo,496,\N,AIRBRIDGE CARGO,Russia,RU,ABW
N,Airbus France,1173,\N,AIRBUS FRANCE,France,4Y,RBU
N,Airbus Industrie,199,\N,AIRBUS INDUSTRIE,France,AP,AIB
N,Airbus Transport International,542,\N,BELOUGA,France,"",BGA
N,Aircompany Barcol,388,\N,BARCOL,Russia,"",BKL
N,Aircompany Chaika,763,\N,AIR CHAIKA,Ukraine,"",CHJ
N,Aircompany Grodno,924,\N,GRODNO,Belarus,"",GRX
N,Aircompany Rosavia,697,\N,ROSAVIA,Ukraine,"",URA
N,Aircompany Veteran,1241,\N,AIR-VET,Armenia,"",RVT
N,Aircraft Performance Group,698,\N,"",United States,"",XLB
N,Aircraft Support and Services,619,\N,"",Lebanon,"",NFF
N,Aircrew Check and Training Australia,230,\N,AIRCREW,Australia,"",AIY
N,Aircruising Australia,229,\N,CRUISER,Australia,"",AIX
N,Airdeal Oy,86,\N,AIRDEAL,Finland,"",ADU
N,Airest,211,\N,"",Estonia,"",AIT
N,Airfast Indonesia,124,\N,AIRFAST,Indonesia,"",AFE
N,Airfreight Express,158,\N,"",United Kingdom,"",AFX
N,Air-Invest,942,\N,HAWKHUNGARY,Hungary,"",HKH
N,Airjet Exploracao Aerea De Carga,1060,\N,MABECO,Angola,"",MBC
N,Airkenya,703,\N,SUNEXPRESS,Kenya,"",XAK
N,Airlec - Air Aquitaine Transport,420,\N,AIRLEC,France,"",ARL
N,AirLiberté,16399,"","",France,IJ,\N
N,Airlift Alaska,925,\N,GREEN SPEED,United States,"",GSP
N,Air-Lift Associates,704,\N,WOLFPACK,United States,"",WPK
N,Airline Alania,432,\N,ALANIA,Russia,"",OST
N,Airline Operations Services,722,\N,"",United States,"",XAO
N,Airline Skol,755,\N,SKOL,Russia,"",CDV
N,Airlines 400,723,\N,REMONT AIR,Russia,"",VAZ
N,Airlink,972,\N,AIRLINK,Austria,"",JAR
N,Airlink,1035,\N,LINK,South Africa,"",LNK
N,Airlink Airways,948,\N,HIGHFLYER,Ireland,"",HYR
N,Airlink Solutions,1024,\N,AIRLIN,Spain,"",LKS
N,Airlink Zambia,540,\N,"",Zambia,K8,ZAK
N,Airman,591,\N, S.L.,AIRMAN,"",AYM
N,Airmark Aviation,209,\N,THAI AIRMARK,Thailand,"",THM
N,Airmark Aviation,1315,\N,TRANSTAR,United States,"",TRH
N,Airmax,1081,\N,PERUMAX,Peru,"",MMX
N,AirOne Atlantic,18637,AirOneAtlantic,"",Slovakia,00,AO1
N,AirOne Continental,17614,AirOne Continental,EASTERN,Slovakia,00,000
